fdc_id,energy_kcal,energy_kj,protein_g,total_fat_g,carbohydrate_g,water_g,ash_g,alcohol_g,fiber_total_g,sugars_total_g,starch_g,sucrose_g,glucose_g,fructose_g,lactose_g,maltose_g,galactose_g,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,zinc_mg,copper_mg,fluoride_ug,manganese_mg,selenium_ug,vitamin_a_rae_ug,vitamin_a_iu,retinol_ug,beta_carotene_ug,alpha_carotene_ug,vitamin_e_mg,vitamin_d_ug,vitamin_d_iu,vitamin_d2_ug,vitamin_d3_ug,vitamin_k_phylloquinone_ug,vitamin_k_menaquinone4_ug,vitamin_k_dihydrophylloquinone_ug,vitamin_c_mg,thiamin_mg,riboflavin_mg,niacin_mg,pantothenic_acid_mg,vitamin_b6_mg,folate_total_ug,folic_acid_ug,folate_food_ug,folate_dfe_ug,vitamin_b12_ug,choline_total_mg,betaine_mg,cryptoxanthin_beta_ug,lycopene_ug,lutein_zeaxanthin_ug,tocopherol_beta_mg,tocopherol_gamma_mg,tocopherol_delta_mg,tocotrienol_alpha_mg,tocotrienol_beta_mg,tocotrienol_gamma_mg,tocotrienol_delta_mg,cholesterol_mg,fatty_acids_saturated_g,fatty_acids_monounsaturated_g,fatty_acids_polyunsaturated_g,fatty_acids_trans_g,ala_18_3n3_g,epa_20_5n3_g,dha_22_6n3_g,dpa_22_5n3_g,linoleic_18_2_g,arachidonic_20_4_g,linolenic_18_3_g,sfa_4_0_g,sfa_6_0_g,sfa_8_0_g,sfa_10_0_g,sfa_12_0_g,sfa_14_0_g,sfa_16_0_g,sfa_18_0_g,sfa_20_0_g,sfa_22_0_g,sfa_15_0_g,sfa_17_0_g,sfa_24_0_g,mufa_18_1_g,mufa_16_1_g,mufa_20_1_g,mufa_14_1_g,mufa_22_1_g,pufa_18_4_g,pufa_18_3n6_g,trans_monoenoic_g,tfa_18_1t_g,tryptophan_g,threonine_g,isoleucine_g,leucine_g,lysine_g,methionine_g,cystine_g,phenylalanine_g,tyrosine_g,valine_g,arginine_g,histidine_g,alanine_g,aspartic_acid_g,glutamic_acid_g,glycine_g,proline_g,serine_g,hydroxyproline_g,phytosterols_mg,caffeine_mg,theobromine_mg,description,food_category_id,gram_weight
167512,307.0,1286.0,5.88,13.24,41.18,35.5,3.5,,1.2,5.88,,,,,,,,,2.12,,,,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.941,,,4.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pillsbury Golden Layer Buttermilk Biscuits, Artificial Flavor, refrigerated dough",18,34.0
167513,330.0,1381.0,4.34,11.27,53.42,27.86,3.08,,1.4,21.34,,,,,,,,28.0,1.93,,,,780.0,,,,,,0.0,1.0,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.0,3.25,,,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pillsbury, Cinnamon Rolls with Icing, refrigerated dough",18,44.0
167514,377.0,1577.0,6.1,3.7,79.8,3.2,7.2,,,,,,,,,,,,,,,,2182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kraft Foods, Shake N Bake Original Recipe, Coating for Pork, dry",18,28.0
167515,232.0,972.0,8.0,1.8,46.0,42.6,1.6,,,,,,,,,,,180.0,1.4,,,,345.0,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,0.308,0.303,0.92,0.082,,,,,0.841,,0.079,,,,,,,0.308,,,,,,,0.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"George Weston Bakeries, Thomas English Muffins",18,57.0
167516,273.0,1144.0,6.58,9.22,41.05,40.34,2.81,0.0,2.2,4.3,35.51,2.67,0.0,0.0,1.35,0.29,0.0,279.0,6.04,19.0,388.0,126.0,621.0,0.48,0.04,,0.215,9.5,401.0,1340.0,401.0,2.0,0.0,0.62,,,,,10.5,,17.9,0.0,0.499,0.665,6.675,0.24,0.972,63.0,49.0,14.0,96.0,2.86,,,2.0,0.0,63.0,0.07,4.03,1.27,0.03,0.0,0.0,0.0,15.0,1.898,4.53,1.445,,,0.012,0.007,0.0,1.414,0.009,0.0,0.005,0.003,0.0,0.0,0.0,0.021,1.025,0.772,0.031,0.03,0.0,0.01,,4.469,0.022,0.039,0.0,0.0,0.002,0.0,,,0.074,0.225,0.281,0.489,0.296,0.133,0.154,0.304,0.154,0.326,0.282,0.143,0.249,0.406,1.614,0.214,0.559,0.347,,,0.0,0.0,"Waffles, buttermilk, frozen, ready-to-heat",18,39.0
167517,309.0,1291.0,7.42,9.49,48.39,31.57,3.13,0.0,2.6,4.41,39.7,2.85,0.05,0.0,1.35,0.17,0.0,299.0,6.59,22.0,444.0,138.0,710.0,0.48,0.037,,0.223,10.3,438.0,1463.0,437.0,2.0,0.0,0.68,0.0,0.0,,,12.5,,16.9,0.0,0.563,0.648,7.942,0.217,1.11,68.0,55.0,13.0,107.0,1.62,28.1,,2.0,0.0,66.0,0.09,4.62,1.51,0.01,0.0,0.0,0.0,13.0,2.275,5.292,1.502,,,0.013,0.008,0.0,1.396,0.004,0.099,0.005,0.003,0.0,0.0,0.0,0.027,1.202,0.967,0.031,0.036,0.0,0.013,,5.23,0.022,0.04,0.0,0.0,0.003,0.003,,,0.082,0.25,0.312,0.544,0.329,0.148,0.172,0.337,0.172,0.362,0.314,0.159,0.276,0.451,1.793,0.237,0.621,0.385,,,0.0,0.0,"Waffle, buttermilk, frozen, ready-to-heat, toasted",18,28.0
167518,289.0,1209.0,6.92,9.4,44.16,36.48,3.04,,2.4,4.5,38.55,2.77,0.0,0.0,1.39,0.34,0.0,125.0,6.53,20.0,410.0,110.0,663.0,0.58,0.063,,0.235,10.1,429.0,1430.0,429.0,,,0.63,,,,,10.8,,20.8,0.0,0.576,0.695,6.73,0.24,1.105,64.0,50.0,14.0,99.0,2.44,,,,,,0.08,4.21,1.33,0.0,0.0,0.0,0.0,16.0,2.057,4.864,1.615,,,,,,1.482,0.005,0.123,,,0.0,0.0,0.0,0.023,1.112,0.843,0.032,0.035,0.0,0.011,,4.797,0.024,0.043,0.0,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,"Waffle, buttermilk, frozen, ready-to-heat, microwaved",18,35.0
167519,298.0,1245.0,6.71,9.91,45.41,34.95,3.02,,2.4,5.04,38.63,3.31,0.0,0.0,1.46,0.28,0.0,197.0,5.81,25.0,410.0,148.0,682.0,0.45,0.038,,0.154,12.8,,,,,,0.95,,,,,8.1,,23.0,,0.544,0.655,7.785,0.325,1.016,67.0,56.0,11.0,106.0,2.18,,,,,,0.07,4.52,1.18,0.0,0.0,0.0,0.0,16.0,1.58,5.195,2.24,,,,,,1.856,0.005,0.371,,,0.0,0.0,0.0,0.012,0.909,0.576,0.042,0.035,0.0,0.005,,5.099,0.026,0.07,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"Waffle, plain, frozen, ready-to-heat, microwave",18,32.0
167520,501.0,2097.0,5.1,24.83,64.3,4.37,1.39,0.0,1.9,18.13,35.87,18.13,0.0,0.0,0.0,0.0,,29.0,2.6,23.0,117.0,113.0,471.0,1.25,0.223,,1.287,2.6,0.0,1.0,0.0,0.0,0.0,1.85,0.0,0.0,,,21.8,,,0.0,0.184,0.213,3.22,0.178,0.076,65.0,46.0,19.0,97.0,0.0,17.7,38.8,0.0,0.0,23.0,,,,,,,,0.0,4.999,16.928,1.671,,,0.0,0.0,0.0,1.611,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.02,2.775,1.974,0.096,0.102,0.001,0.031,,16.884,0.011,0.034,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"Pie Crust, Cookie-type, Graham Cracker, Ready Crust",18,28.35
167521,484.0,2025.0,6.08,22.42,64.48,4.99,2.03,0.0,2.7,26.31,34.67,19.47,0.0,0.0,0.0,0.0,,32.0,4.3,40.0,120.0,187.0,503.0,2.1,0.77,,1.833,2.5,0.0,0.0,0.0,0.0,0.0,1.79,0.0,0.0,,,18.2,0.6,64.1,0.0,0.336,0.265,3.073,0.168,0.043,72.0,50.0,22.0,108.0,0.0,16.4,21.3,0.0,0.0,12.0,0.17,11.79,3.49,0.04,0.0,0.0,0.0,0.0,4.725,14.482,2.035,0.0,,0.0,0.0,0.0,1.972,0.0,0.063,0.0,0.0,0.0,0.0,0.0,0.023,2.587,1.912,0.088,0.086,0.001,0.028,,14.433,0.019,0.029,,0.0,0.0,,,,0.08,0.205,0.225,0.382,0.245,0.073,0.108,0.277,0.164,0.316,0.29,0.112,0.238,0.454,1.318,0.243,0.419,0.26,,,8.0,100.0,"Pie Crust, Cookie-type, Chocolate, Ready Crust",18,182.0
167522,290.0,1215.0,2.17,11.5,44.54,41.09,0.7,0.0,1.6,22.02,15.4,11.03,4.89,4.57,0.0,1.53,,14.0,0.91,8.0,29.0,76.0,200.0,0.19,0.148,,0.233,2.2,18.0,82.0,17.0,10.0,0.0,0.96,,,,,16.4,0.9,,5.7,0.193,0.067,1.094,0.096,0.039,21.0,15.0,6.0,32.0,0.0,17.0,8.4,11.0,1.0,42.0,0.07,4.89,1.55,0.02,0.0,0.0,0.0,0.0,2.313,5.797,2.117,,,0.0,0.0,0.0,2.0,0.0,0.117,0.0,0.0,0.0,0.0,0.0,0.0,1.227,1.037,0.02,0.03,0.0,0.0,0.0,5.797,0.0,0.0,0.0,0.0,0.0,,,,0.027,0.063,0.081,0.158,0.043,0.051,0.057,0.104,0.052,0.101,0.084,0.054,0.074,0.122,0.743,0.084,0.251,0.104,,,0.0,0.0,"Pie, Dutch Apple, Commercially Prepared",18,131.0
167523,468.0,1958.0,5.52,28.74,46.79,17.78,1.17,,1.4,,41.7,,,,,,,20.0,2.26,15.0,68.0,91.0,353.0,0.46,0.079,,0.476,4.5,,,,,,1.24,,,,,15.0,1.2,51.7,,0.227,0.143,2.5,0.36,0.047,77.0,48.0,29.0,111.0,0.0,,,,,,0.12,8.59,2.54,0.04,0.0,0.0,0.0,,8.129,14.489,3.53,,0.115,,,,3.349,0.011,0.115,,,0.0,0.0,0.0,0.162,4.515,3.253,0.087,0.062,0.0,0.051,,14.119,0.249,0.121,0.0,,,0.0,,,0.053,0.112,0.197,0.383,0.144,0.083,0.111,0.246,0.103,0.246,0.196,0.096,0.17,0.263,1.839,0.206,0.71,0.272,0.0,,,,"Pie crust, deep dish, frozen, unbaked, made with enriched flour",18,225.0
167524,297.0,1242.0,5.8,10.1,45.68,35.62,2.8,0.0,1.5,13.1,,,,,,,,357.0,6.4,16.0,272.0,74.0,529.0,0.4,0.221,,0.393,13.1,429.0,1429.0,429.0,0.0,0.0,0.0,0.1,2.0,,,9.3,,,0.0,0.43,0.49,5.7,0.218,0.57,75.0,59.0,16.0,117.0,1.7,15.9,,0.0,0.0,22.0,,,,,,,,21.0,3.567,2.564,3.272,0.2,,0.0,0.002,0.0,2.916,0.007,0.347,0.002,0.008,0.096,0.072,0.833,0.268,1.685,0.563,0.024,0.014,0.0,0.002,0.0,2.535,0.015,0.013,0.0,0.0,0.0,,,,0.061,0.15,0.179,0.331,0.158,0.085,0.094,0.24,0.156,0.224,0.22,0.103,0.18,0.285,1.336,0.178,0.45,0.248,,,10.0,89.0,"Waffles, chocolate chip, frozen, ready-to-heat",18,70.0
167525,474.0,1983.0,6.15,23.38,64.43,3.32,2.72,,5.8,,55.4,,,,,,,76.0,1.53,76.0,203.0,237.0,657.0,1.23,0.148,,0.363,2.2,,,,,,,,,,,,,,,0.353,0.094,1.553,0.191,0.363,,,,,,,,,,,,,,,,,,,7.011,7.217,8.285,0.163,0.124,,,,8.025,0.0,0.124,,,0.014,0.0,0.029,0.132,5.967,0.729,0.088,0.026,0.006,0.021,,7.086,0.054,0.046,0.0,,,0.0,0.032,0.032,,,,,,,,,,,,,,,,,,,,,,,"Tostada shells, corn",18,12.3
167526,374.0,1564.0,7.12,17.12,47.84,25.48,2.44,0.0,0.7,24.9,16.0,24.1,0.0,0.0,0.59,0.23,,73.0,0.98,11.0,200.0,350.0,510.0,0.8,0.03,,0.24,13.3,141.0,584.0,135.0,81.0,0.0,0.96,0.3,14.0,,,11.2,,,0.0,0.02,0.08,1.2,0.7,0.04,33.0,21.0,12.0,48.0,0.35,36.5,,1.0,0.0,41.0,0.09,6.9,3.49,0.02,0.0,0.04,0.0,59.0,4.612,6.794,4.428,2.027,0.489,0.0,0.014,0.004,3.814,0.053,0.526,0.16,0.028,0.017,0.06,0.046,0.174,2.396,1.581,0.046,0.042,0.02,0.028,0.015,6.606,0.103,0.06,0.014,0.0,0.0,0.037,1.873,1.864,0.07,0.21,0.3,0.65,0.5,0.28,0.06,0.37,0.23,0.43,0.25,0.15,0.36,0.59,1.33,0.2,0.83,0.45,0.0,,0.0,0.0,"Bread, salvadoran sweet cheese (quesadilla salvadorena)",18,55.0
167527,390.0,1634.0,7.06,17.45,51.29,22.38,1.82,,1.7,18.1,25.2,17.3,0.27,0.25,0.0,0.28,,46.0,2.2,19.0,300.0,210.0,390.0,0.62,0.03,,0.26,13.5,,,,,,1.42,,,,,,,,,0.07,0.18,4.7,0.55,0.05,,,,,,,,,,,0.77,7.7,3.79,0.0,0.0,0.0,0.0,,3.042,4.411,9.424,0.16,1.158,0.002,0.007,0.0,8.16,0.025,1.213,0.0,0.003,0.002,0.024,0.006,0.033,2.028,0.804,0.05,0.051,0.005,0.019,0.017,4.259,0.046,0.093,0.0,0.003,0.0,0.055,0.082,0.082,0.09,0.16,0.24,0.54,0.15,0.18,0.06,0.35,0.17,0.33,0.18,0.1,0.29,0.39,2.17,0.23,1.09,0.38,0.0,,,,"Bread, pound cake type, pan de torta salvadoran",18,55.0
167528,379.0,1588.0,5.48,18.5,47.76,27.26,0.99,,2.2,17.0,24.65,12.37,2.29,1.41,0.0,0.93,0.0,14.0,2.12,15.0,56.0,103.0,231.0,0.42,0.079,,0.265,17.5,,,,17.0,0.0,0.95,,,,,12.5,0.0,29.1,,0.19,0.117,2.493,0.27,0.053,,,,,,,,3.0,348.0,14.0,0.12,6.81,2.43,0.0,0.0,0.0,0.0,10.0,5.535,8.543,2.835,2.853,0.163,0.0,0.001,0.0,2.661,0.004,0.163,,0.0,0.0,0.021,0.007,0.064,2.26,3.014,0.057,0.049,0.01,0.035,0.018,8.434,0.057,0.042,0.01,0.0,0.0,0.0,2.355,2.352,,,,,,,,,,,,,,,,,,,,,,,"Pastry, Pastelitos de Guava (guava pastries)",18,86.0
167529,433.0,1812.0,14.25,13.35,64.35,5.93,2.12,,3.8,2.35,57.8,0.0,0.0,0.47,0.0,1.88,0.0,16.0,5.66,39.0,145.0,124.0,665.0,1.17,0.155,,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.323,4.697,1.536,0.063,0.038,0.002,0.0,0.0,1.492,0.002,0.038,0.004,0.0,0.005,0.005,0.038,0.132,5.49,0.563,0.045,0.009,0.007,0.014,0.012,4.639,0.022,0.025,0.0,0.002,0.0,0.0,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,"Crackers, snack, Goya Crackers",18,30.0
167530,484.0,2025.0,7.01,20.37,64.55,4.45,3.62,,2.4,9.37,51.87,6.22,0.92,0.95,0.0,1.27,0.0,26.0,7.38,25.0,98.0,129.0,1148.0,0.66,0.111,,0.778,9.5,,,,,,1.59,,,,,17.9,,21.0,,0.298,0.24,5.08,0.462,0.065,149.0,148.0,2.0,253.0,0.46,,,,,,0.37,5.38,2.01,0.04,1.05,0.97,0.32,,5.362,10.625,2.45,3.969,0.045,0.0,0.0,0.0,2.402,0.001,0.045,0.006,0.0,0.014,0.012,0.032,0.082,4.134,0.929,0.056,0.049,0.006,0.02,0.021,10.556,0.02,0.036,0.002,0.002,0.0,0.0,3.21,3.21,,,,,,,,,,,,,,,,,,,,,,,"Crackers, cream, Gamesa Sabrosas",18,31.0
167531,464.0,1941.0,7.19,19.5,64.88,4.48,3.95,,2.4,10.41,51.1,7.97,0.95,1.1,0.0,0.39,0.0,734.0,6.64,28.0,100.0,117.0,752.0,4.11,0.113,,0.845,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,2.634,14.468,1.265,2.905,0.02,0.0,0.0,0.0,0.612,0.0,0.02,0.002,0.016,0.168,0.133,1.031,0.422,0.581,0.25,0.012,0.01,0.001,0.003,0.005,7.192,0.01,0.045,0.006,0.001,0.0,0.0,2.743,2.742,,,,,,,,,,,,,,,,,,,,,,,"Crackers, cream, La Moderna Rikis Cream Crackers",18,32.0
167532,238.0,994.0,10.66,2.15,43.91,39.6,3.69,0.0,9.2,5.0,27.25,0.0,1.5,2.7,0.0,0.8,0.0,684.0,4.89,26.0,103.0,127.0,478.0,0.95,0.149,,0.634,16.1,0.0,4.0,0.0,2.0,0.0,0.38,0.0,0.0,,,7.7,,,0.0,0.51,0.255,4.455,0.455,0.08,127.0,49.0,78.0,162.0,0.0,8.1,0.0,0.0,0.0,25.0,,,,,,,,0.0,0.63,0.393,0.973,0.031,0.083,0.003,0.0,0.0,0.879,0.002,0.083,0.002,0.0,0.007,0.004,0.013,0.007,0.324,0.251,0.005,0.006,0.003,0.004,0.003,0.366,0.016,0.01,0.0,0.0,0.0,0.0,0.027,0.027,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"Bread, white wheat",18,28.0
167533,250.0,1047.0,10.2,1.53,48.89,37.55,1.82,0.0,4.1,6.12,,,,,,,,20.0,2.76,51.0,142.0,165.0,439.0,1.1,0.175,24.1,1.43,28.7,0.0,0.0,0.0,2.0,0.0,0.32,0.0,0.0,,,1.5,,,0.0,0.403,0.209,3.37,0.375,0.147,76.0,46.0,31.0,108.0,0.0,9.8,21.6,0.0,0.0,88.0,,,,,,,,0.0,0.0,0.29,0.936,0.0,,0.0,0.0,0.0,0.859,0.0,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.277,0.008,0.005,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"Bagels, wheat",18,98.0
167534,334.0,1398.0,4.41,18.52,37.43,38.64,1.0,0.0,0.9,22.05,,,,,,,,35.0,0.95,10.0,71.0,68.0,265.0,0.45,0.06,,0.224,15.5,23.0,88.0,22.0,1.0,0.0,0.95,0.3,11.0,,,6.7,,,0.0,0.263,0.241,1.908,0.471,0.041,66.0,49.0,16.0,100.0,0.17,44.2,11.5,1.0,0.0,86.0,,,,,,,,66.0,7.055,6.07,4.173,0.0,,0.0,0.009,0.001,3.861,0.028,0.266,0.002,0.0,0.001,0.002,0.0,0.051,3.748,3.01,0.105,0.091,0.002,0.029,0.013,6.018,0.033,0.016,0.001,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"Cream puff, eclair, custard or cream filled, iced",18,113.0
167535,297.0,1244.0,8.01,7.58,49.27,32.43,2.71,0.0,2.4,2.66,40.2,0.48,0.09,0.03,0.0,2.06,0.0,163.0,3.32,21.0,213.0,133.0,742.0,0.57,0.115,20.0,0.516,21.9,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,,,4.2,0.0,0.0,0.0,0.487,0.124,4.191,0.283,0.028,118.0,100.0,19.0,188.0,0.0,6.8,45.4,0.0,0.0,12.0,0.06,2.32,0.58,0.01,0.05,0.0,0.0,0.0,1.225,3.801,2.152,0.014,,0.0,0.0,0.0,1.764,0.0,0.387,0.0,0.0,0.0,0.0,0.0,0.014,0.735,0.445,0.023,0.011,0.0,0.0,,3.748,0.007,0.046,0.0,0.0,0.0,,,,0.082,0.182,0.231,0.459,0.147,0.118,0.142,0.336,0.202,0.268,0.27,0.149,0.215,0.281,2.249,0.24,0.774,0.333,,,0.0,0.0,"Tortillas, ready-to-bake or -fry, flour, shelf stable",18,49.0
167536,410.0,1715.0,33.2,25.6,11.0,23.36,6.8,0.0,1.8,9.0,,,,,,,,20.0,5.42,51.0,407.0,597.0,1785.0,8.11,0.227,,0.111,10.7,0.0,0.0,0.0,0.0,0.0,0.49,0.3,11.0,,0.3,2.3,,,0.0,0.154,0.142,1.732,0.163,0.179,134.0,0.0,134.0,134.0,0.99,109.1,,0.0,0.0,0.0,,,,,,,,48.0,10.85,11.305,1.011,,,0.0,0.0,0.0,0.81,0.016,0.185,0.0,0.0,0.0,0.015,0.162,0.819,5.72,3.897,,,,,,10.099,1.135,0.071,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"Snacks, beef jerky, chopped and formed",23,28.35
167537,539.0,2256.0,6.17,33.36,57.27,1.07,2.13,0.0,4.0,0.27,51.36,0.27,0.0,0.0,0.0,0.0,0.0,138.0,1.2,72.0,194.0,144.0,514.0,1.29,0.101,51.9,0.333,7.6,3.0,69.0,0.0,20.0,2.0,7.23,0.0,0.0,,,6.3,,16.8,0.0,0.047,0.078,0.842,0.19,0.167,8.0,0.0,8.0,8.0,0.0,12.1,0.1,41.0,0.0,527.0,0.35,17.84,0.6,0.9,0.0,0.0,0.0,0.0,4.331,9.134,16.438,0.088,0.264,0.006,0.0,0.0,16.135,0.006,0.278,0.001,0.0,0.01,0.004,0.001,0.012,3.511,0.552,0.119,0.041,0.004,0.02,0.055,8.986,0.031,0.103,0.0,0.002,0.0,0.013,0.018,0.018,0.046,0.246,0.235,0.803,0.185,0.137,0.119,0.322,0.266,0.331,0.326,0.2,0.491,0.456,1.23,0.269,0.572,0.312,,,0.0,0.0,"Snacks, corn-based, extruded, chips, plain",23,28.0
167538,523.0,2188.0,7.0,32.7,56.2,1.2,2.8,,5.2,,,,,,,,,131.0,1.54,77.0,207.0,236.0,763.0,1.06,0.166,,0.774,4.1,31.0,611.0,0.0,,,,,,,,,,,1.7,0.075,0.21,1.645,0.143,0.23,39.0,0.0,39.0,39.0,0.0,,,,,,,,,,,,,0.0,4.46,9.48,16.17,,,,,,14.94,,1.23,,,,,,,3.51,0.96,,,,,,9.39,0.09,,,,,,,,0.063,0.279,0.277,0.747,0.284,0.134,0.119,0.333,0.273,0.357,0.373,0.2,0.475,0.586,1.243,0.293,0.521,0.337,,,,,"Snacks, corn-based, extruded, chips, barbecue-flavor",23,28.35
167539,510.0,2134.0,5.8,26.9,62.9,2.0,2.3,,1.1,,,,,,,,,3.0,2.54,11.0,44.0,81.0,1022.0,0.21,0.04,,0.087,3.8,16.0,318.0,0.0,,,,,,,,,,,0.0,0.32,0.24,1.41,0.225,0.04,3.0,0.0,3.0,3.0,0.0,,,,,,,,,,,,,0.0,22.75,1.7,0.78,,,,,,0.78,,0.01,,0.16,1.96,1.57,11.68,4.4,2.23,0.74,,,,,,1.7,0.0,,,,,,,,0.041,0.219,0.209,0.715,0.164,0.122,0.105,0.286,0.237,0.295,0.29,0.178,0.437,0.406,1.094,0.239,0.508,0.277,,,,,"Snacks, corn-based, extruded, cones, plain",23,28.35
167540,359.0,1504.0,1.0,2.68,82.82,12.3,1.2,0.0,0.0,57.58,,,,,,,,18.0,0.75,14.0,24.0,164.0,199.0,0.19,0.171,,0.184,2.7,3.0,58.0,0.0,34.0,1.0,0.56,0.0,0.0,,,18.2,,,56.0,0.043,0.1,0.1,0.319,0.3,4.0,0.0,4.0,4.0,0.0,12.9,,0.0,0.0,51.0,,,,,,,,0.0,0.65,1.48,0.55,,,0.0,0.0,0.0,0.43,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.01,0.34,0.3,,,,,,1.48,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"Snacks, fruit leather, pieces",19,28.35
167541,371.0,1551.0,0.1,3.0,85.8,10.2,0.9,0.0,0.0,49.16,,,,,,,,32.0,1.01,20.0,31.0,294.0,317.0,0.19,0.171,,0.184,0.4,6.0,57.0,0.0,34.0,1.0,0.56,0.0,0.0,,,18.2,,,120.0,0.084,0.02,0.1,0.029,0.3,2.0,0.0,2.0,2.0,0.0,13.2,,0.0,0.0,41.0,,,,,,,,0.0,0.672,1.48,0.552,,,0.0,0.0,0.0,0.43,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.01,0.34,0.3,0.01,0.006,0.002,0.004,,1.48,0.0,0.0,0.002,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"Snacks, fruit leather, rolls",19,21.0
167542,471.0,1972.0,10.1,19.8,64.4,3.9,1.9,0.0,5.3,28.57,,,,,,,,61.0,2.95,97.0,277.0,336.0,294.0,2.03,0.392,,1.777,16.2,2.0,33.0,0.0,17.0,6.0,2.09,0.0,0.0,,,14.6,,,0.9,0.264,0.119,1.581,0.813,0.085,23.0,0.0,23.0,23.0,0.0,22.0,6.9,0.0,0.0,189.0,,,,,,,,0.0,2.37,4.38,12.05,,,0.0,0.0,0.0,11.99,0.0,0.06,0.0,0.0,0.0,0.0,0.01,0.01,1.54,0.76,,,,,,4.37,0.01,0.13,,0.0,0.0,,,,0.177,0.264,0.352,0.724,0.4,0.177,0.304,0.479,0.352,0.508,0.674,0.216,0.46,0.83,1.975,0.499,0.518,0.47,,,0.0,0.0,"Snacks, granola bars, hard, plain",23,21.0
167543,495.0,2071.0,7.7,25.5,62.0,3.1,1.6,,4.8,,,,,,,,,32.0,2.5,81.0,228.0,273.0,256.0,1.58,0.127,,1.365,15.0,2.0,37.0,0.0,,,,,,,,,,,0.0,0.28,0.07,0.61,0.466,0.047,12.0,0.0,12.0,12.0,0.0,,,,,,,,,,,,,0.0,12.51,7.74,3.76,,,,,,3.66,,0.1,,0.08,0.94,0.75,5.6,2.12,2.43,0.53,,,,,,7.69,0.05,,,,,,,,0.142,0.221,0.289,0.585,0.313,0.135,0.231,0.39,0.282,0.406,0.596,0.178,0.369,0.698,1.679,0.411,0.425,0.374,,,,,"Snacks, granola bars, hard, almond",23,28.35
167544,448.0,1874.0,7.6,17.8,66.4,6.4,1.8,,4.2,,,,,,,,,101.0,2.44,72.0,220.0,362.0,282.0,1.3,0.28,,1.26,15.7,0.0,0.0,0.0,,,,,,,,,,,0.0,0.231,0.163,1.101,0.48,0.103,21.0,0.0,21.0,21.0,0.18,,,,,,,,,,,,,0.0,9.57,2.84,3.21,,,,,,3.04,,0.17,,0.07,0.73,0.57,4.27,1.62,1.85,0.46,,,,,,2.79,0.05,,,,,,,,0.108,0.257,0.305,0.565,0.301,0.141,0.173,0.394,0.255,0.411,0.586,0.183,0.385,0.65,1.646,0.381,0.414,0.335,,,,,"Snacks, granola bars, soft, uncoated, raisin",23,43.0
167545,466.0,1950.0,5.8,24.9,63.8,3.6,1.5,,3.4,,,,,,,,,103.0,2.33,66.0,199.0,313.0,200.0,1.3,0.35,,0.93,,7.0,39.0,5.0,,,,,,,,,,,0.0,0.09,0.25,0.72,0.51,0.1,26.0,0.0,26.0,26.0,0.57,,,,,,,,,,,,,5.0,14.22,7.77,1.82,,,,,,1.71,,0.11,0.1,0.04,0.13,0.15,0.63,0.57,6.04,6.57,,,,,,7.58,0.19,,,,,,,,0.07,0.226,0.27,0.474,0.289,0.114,0.063,0.291,0.244,0.345,0.241,0.105,0.222,0.479,1.112,0.177,0.393,0.254,,,,,"Snacks, granola bars, soft, coated, milk chocolate coating, chocolate chip",23,35.0
