fdc_id,energy_kcal,energy_kj,protein_g,total_fat_g,carbohydrate_g,water_g,ash_g,alcohol_g,fiber_total_g,sugars_total_g,starch_g,sucrose_g,glucose_g,fructose_g,lactose_g,maltose_g,galactose_g,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,zinc_mg,copper_mg,fluoride_ug,manganese_mg,selenium_ug,vitamin_a_rae_ug,vitamin_a_iu,retinol_ug,beta_carotene_ug,alpha_carotene_ug,vitamin_e_mg,vitamin_d_ug,vitamin_d_iu,vitamin_d2_ug,vitamin_d3_ug,vitamin_k_phylloquinone_ug,vitamin_k_menaquinone4_ug,vitamin_k_dihydrophylloquinone_ug,vitamin_c_mg,thiamin_mg,riboflavin_mg,niacin_mg,pantothenic_acid_mg,vitamin_b6_mg,folate_total_ug,folic_acid_ug,folate_food_ug,folate_dfe_ug,vitamin_b12_ug,choline_total_mg,betaine_mg,cryptoxanthin_beta_ug,lycopene_ug,lutein_zeaxanthin_ug,tocopherol_beta_mg,tocopherol_gamma_mg,tocopherol_delta_mg,tocotrienol_alpha_mg,tocotrienol_beta_mg,tocotrienol_gamma_mg,tocotrienol_delta_mg,cholesterol_mg,fatty_acids_saturated_g,fatty_acids_monounsaturated_g,fatty_acids_polyunsaturated_g,fatty_acids_trans_g,ala_18_3n3_g,epa_20_5n3_g,dha_22_6n3_g,dpa_22_5n3_g,linoleic_18_2_g,arachidonic_20_4_g,linolenic_18_3_g,sfa_4_0_g,sfa_6_0_g,sfa_8_0_g,sfa_10_0_g,sfa_12_0_g,sfa_14_0_g,sfa_16_0_g,sfa_18_0_g,sfa_20_0_g,sfa_22_0_g,sfa_15_0_g,sfa_17_0_g,sfa_24_0_g,mufa_18_1_g,mufa_16_1_g,mufa_20_1_g,mufa_14_1_g,mufa_22_1_g,pufa_18_4_g,pufa_18_3n6_g,trans_monoenoic_g,tfa_18_1t_g,tryptophan_g,threonine_g,isoleucine_g,leucine_g,lysine_g,methionine_g,cystine_g,phenylalanine_g,tyrosine_g,valine_g,arginine_g,histidine_g,alanine_g,aspartic_acid_g,glutamic_acid_g,glycine_g,proline_g,serine_g,hydroxyproline_g,phytosterols_mg,caffeine_mg,theobromine_mg,description,food_category_id,gram_weight
174331,279.0,1167.0,35.54,14.08,0.0,49.32,1.22,,0.0,,,,,,,,,26.0,2.7,29.0,232.0,338.0,76.0,7.3,0.154,,0.028,37.8,0.0,0.0,0.0,,,0.18,,,,,,,,0.0,0.07,0.27,6.33,0.62,0.13,22.0,0.0,22.0,22.0,2.65,,,,,,,,,,,,,121.0,5.03,6.17,0.92,,,,,,0.75,0.09,0.08,,,,0.03,0.04,0.44,2.71,1.73,,,,,,5.72,0.42,,,,,,,,0.415,1.521,1.715,2.764,3.138,0.912,0.424,1.447,1.194,1.918,2.111,1.126,2.137,3.128,5.157,1.736,1.491,1.321,,,,,"Lamb, shoulder, arm, separable lean only, trimmed to 1/4"" fat, choice, cooked, braised",17,85.0
174332,278.0,1163.0,23.08,19.94,0.0,55.92,1.15,0.0,0.0,0.0,,,,,,,,24.0,1.72,24.0,198.0,336.0,82.0,5.62,0.122,,0.024,27.4,0.0,0.0,0.0,0.0,0.0,0.15,0.1,2.0,,0.1,4.4,,0.0,0.0,0.09,0.25,6.38,0.67,0.15,18.0,0.0,18.0,18.0,2.73,89.3,11.7,0.0,0.0,0.0,,,,,,,,95.0,8.18,8.46,1.42,,,0.0,0.0,0.0,1.08,0.08,0.26,0.0,0.0,0.0,0.05,0.08,0.75,4.19,2.66,,,,,,7.7,0.58,0.0,,0.0,0.0,,,,0.27,0.988,1.113,1.795,2.038,0.592,0.275,0.94,0.776,1.245,1.371,0.731,1.388,2.031,3.349,1.127,0.968,0.858,,,0.0,0.0,"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, broiled",17,85.0
174333,281.0,1176.0,22.25,20.61,0.0,55.85,1.19,,0.0,,,,,,,,,21.0,1.92,22.0,183.0,246.0,66.0,5.58,0.106,,0.022,25.2,0.0,0.0,0.0,,,0.14,,,,,,,,0.0,0.09,0.23,5.91,0.69,0.11,21.0,0.0,21.0,21.0,2.67,,,,,,,,,,,,,92.0,8.64,8.42,1.68,,,,,,1.24,0.1,0.35,,,,0.05,0.08,0.76,4.41,2.75,,,,,,7.57,0.6,,,,,,,,0.26,0.952,1.073,1.73,1.964,0.571,0.266,0.906,0.748,1.2,1.322,0.705,1.338,1.958,3.228,1.086,0.933,0.827,,,,,"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",17,85.0
174334,151.0,632.0,19.29,7.63,0.0,72.36,1.03,,0.0,,,,,,,,,16.0,1.62,24.0,183.0,268.0,70.0,5.11,0.107,,0.024,22.0,0.0,0.0,0.0,,,0.22,,,,,,,,0.0,0.12,0.22,5.19,0.7,0.16,23.0,0.0,23.0,23.0,2.83,,,,,,,,,,,,,67.0,2.73,3.07,0.7,,,,,,0.52,0.07,0.1,,,,0.01,0.02,0.2,1.48,0.91,,,,,,2.78,0.23,,,,,,,,0.225,0.825,0.93,1.5,1.703,0.495,0.23,0.785,0.648,1.041,1.146,0.611,1.16,1.698,2.799,0.942,0.809,0.717,,,,,"Lamb, shoulder, blade, separable lean only, trimmed to 1/4"" fat, choice, raw",17,28.35
174335,288.0,1205.0,32.35,16.64,0.0,49.64,1.73,,0.0,,,,,,,,,28.0,2.6,26.0,202.0,254.0,79.0,8.06,0.128,,0.032,36.6,0.0,0.0,0.0,,,0.2,,,,,,,,0.0,0.06,0.22,5.63,0.61,0.12,21.0,0.0,21.0,21.0,2.94,,,,,,,,,,,,,117.0,6.37,6.74,1.46,,,,,,1.09,0.13,0.25,,,,0.03,0.05,0.5,3.37,2.08,,,,,,6.08,0.5,,,,,,,,0.378,1.385,1.561,2.516,2.857,0.83,0.386,1.317,1.087,1.746,1.922,1.025,1.946,2.847,4.694,1.58,1.357,1.203,,,,,"Lamb, shoulder, blade, separable lean only, trimmed to 1/4"" fat, choice, cooked, braised",17,85.0
174336,277.0,1159.0,16.74,22.74,0.0,59.8,0.92,,0.0,,,,,,,,,13.0,1.49,15.0,168.0,136.0,39.0,2.39,0.083,,0.018,1.3,0.0,0.0,0.0,,,0.21,,,,,,,,0.0,0.13,0.32,6.55,0.52,0.11,1.0,0.0,1.0,1.0,2.42,,,,,,,,,,,,,78.0,11.57,8.72,0.98,,,,,,0.55,0.01,0.42,,,,0.07,0.09,0.96,5.01,4.56,,,,,,8.15,0.39,0.04,,,,,,,0.196,0.716,0.808,1.302,1.478,0.43,0.2,0.681,0.563,0.903,0.994,0.53,1.007,1.473,2.429,0.818,0.702,0.622,,,,,"Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable lean and fat, raw",17,28.35
174337,305.0,1276.0,24.42,22.26,0.0,51.15,1.37,,0.0,,,,,,,,,17.0,2.1,19.0,217.0,162.0,46.0,3.49,0.1,,0.023,2.0,0.0,0.0,0.0,,,0.14,,,,,,,,0.0,0.12,0.41,7.77,0.58,0.12,1.0,0.0,1.0,1.0,2.81,,,,,,,,,,,,,109.0,11.05,8.59,1.04,,,,,,0.61,0.02,0.4,,,,0.06,0.09,0.9,4.88,4.27,,,,,,8.01,0.4,0.03,,,,,,,0.285,1.045,1.178,1.9,2.157,0.627,0.292,0.994,0.821,1.318,1.451,0.774,1.469,2.15,3.544,1.193,1.024,0.908,,,,,"Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable lean and fat, cooked",17,85.0
174338,128.0,536.0,20.75,4.41,0.0,73.78,1.12,,0.0,,,,,,,,,8.0,1.64,19.0,202.0,171.0,46.0,3.01,0.099,,0.024,1.5,0.0,0.0,0.0,,,0.21,,,,,,,,0.0,0.15,0.39,6.54,0.49,0.14,0.0,0.0,0.0,0.0,2.71,,,,,,,,,,,,,74.0,1.88,1.69,0.22,,,,,,0.13,0.02,0.07,,,,0.01,0.01,0.09,0.9,0.73,,,,,,1.6,0.08,0.0,,,,,,,0.242,0.888,1.001,1.614,1.832,0.532,0.248,0.845,0.697,1.12,1.233,0.657,1.248,1.826,3.011,1.013,0.87,0.771,,,,,"Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable lean only, raw",17,28.35
174339,206.0,862.0,29.59,8.86,0.0,59.95,1.6,,0.0,,,,,,,,,13.0,2.35,22.0,246.0,188.0,50.0,4.3,0.114,,0.029,2.0,0.0,0.0,0.0,,,0.19,,,,,,,,0.0,0.13,0.5,7.68,0.58,0.14,0.0,0.0,0.0,0.0,2.95,,,,,,,,,,,,,109.0,3.86,3.48,0.52,,,,,,0.34,0.03,0.15,,,,0.02,0.03,0.25,1.86,1.4,,,,,,3.24,0.18,0.0,,,,,,,0.346,1.267,1.428,2.302,2.613,0.759,0.353,1.205,0.995,1.597,1.758,0.937,1.78,2.605,4.294,1.445,1.241,1.1,,,,,"Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable lean only, cooked",17,85.0
174340,122.0,511.0,22.05,3.77,0.0,74.49,1.02,0.0,0.0,0.0,,,,,,,,7.0,1.37,20.0,170.0,309.0,82.0,4.28,0.086,,0.009,7.0,3.0,10.0,3.0,0.0,0.0,0.18,0.0,1.0,,0.0,,,,0.0,0.101,0.103,4.465,0.467,0.101,,0.0,,,2.21,,,0.0,0.0,0.0,,,,,,,,65.0,1.278,1.137,0.294,0.086,0.065,0.019,0.006,0.016,0.162,0.025,0.065,0.0,0.0,0.0,0.006,0.008,0.092,0.615,0.497,0.0,0.006,,0.054,0.0,1.085,0.046,0.0,0.006,0.0,0.0,0.0,0.086,0.086,0.244,1.052,0.987,1.703,1.926,0.719,0.289,0.869,0.764,1.123,1.484,0.467,1.096,,3.08,0.943,0.707,0.752,,,0.0,0.0,"Lamb, New Zealand, imported, fore-shank, separable lean only, raw",17,113.0
174341,209.0,874.0,33.31,8.4,0.0,59.33,0.96,0.0,0.0,0.0,,,,,,,,11.0,2.24,23.0,173.0,258.0,77.0,7.09,0.136,,0.01,9.9,3.0,10.0,3.0,0.0,0.0,0.43,0.0,2.0,,0.0,,,,0.0,0.043,0.148,4.103,0.497,0.077,,0.0,,,1.36,,,0.0,0.0,0.0,,,,,,,,115.0,2.631,2.269,0.506,0.219,0.099,0.028,0.011,0.028,0.299,0.041,0.099,0.0,0.0,0.0,0.013,0.021,0.203,1.214,1.066,0.005,0.009,,0.101,0.0,2.158,0.102,0.0,0.009,0.0,,0.0,0.219,0.207,0.368,1.589,1.491,2.573,2.909,1.087,0.436,1.312,1.154,1.696,2.243,0.705,1.656,,4.654,1.424,1.068,1.136,,,0.0,0.0,"Lamb, New Zealand, imported, fore-shank, separable lean only, cooked, braised",17,85.0
174342,206.0,861.0,18.64,14.52,0.13,66.75,0.95,0.0,0.0,0.0,,,,,,,,10.0,1.49,21.0,177.0,315.0,59.0,2.8,0.105,,0.007,3.0,9.0,29.0,9.0,0.0,0.0,0.26,0.0,2.0,,0.0,,,,0.0,0.163,0.153,4.635,0.494,0.123,,0.0,,,1.46,,,0.0,0.0,0.0,,,,,,,,67.0,5.902,4.152,0.619,0.739,0.149,0.02,0.006,0.026,0.392,0.025,0.149,0.0,0.0,0.001,0.021,0.023,0.324,2.325,2.918,0.01,0.026,,0.254,0.0,3.998,0.139,0.004,0.01,0.0,0.0,0.0,0.731,0.71,0.206,0.889,0.834,1.439,1.628,0.608,0.244,0.734,0.646,0.949,1.255,0.395,0.927,,2.604,0.797,0.598,0.636,,,0.0,0.0,"Lamb, New Zealand, imported, leg chop/steak, bone-in, separable lean and fat, raw",17,113.0
174343,246.0,1029.0,24.81,15.56,0.0,57.87,1.39,,0.0,,,,,,,,,10.0,2.1,20.0,218.0,167.0,43.0,3.58,0.103,,0.023,4.0,0.0,0.0,0.0,,,0.15,,,,,,,,0.0,0.12,0.45,7.59,0.55,0.13,1.0,0.0,1.0,1.0,2.6,,,,,,,,,,,,,101.0,7.61,6.01,0.75,,,,,,0.45,0.02,0.28,,,,0.04,0.06,0.6,3.39,2.93,,,,,,5.61,0.29,0.02,,,,,,,0.29,1.062,1.197,1.929,2.19,0.637,0.296,1.01,0.834,1.338,1.474,0.786,1.492,2.183,3.599,1.211,1.04,0.922,,,,,"Lamb, New Zealand, imported, frozen, leg, whole (shank and sirloin), separable lean and fat, cooked, roasted",17,85.0
174344,102.0,427.0,22.24,0.74,0.0,75.55,1.13,,0.0,,,,,,,,,5.0,3.21,23.0,158.0,317.0,65.0,2.8,0.067,,0.008,9.6,0.0,0.0,0.0,,,,,,,,,,,4.0,0.06,0.27,5.0,,,,,,,,,,,,,,,,,,,,59.0,0.22,0.15,0.24,,,,,,0.14,0.07,0.03,,,,,,0.0,0.09,0.13,,,,,,0.14,0.01,,,,,,,,,1.021,1.068,1.957,2.018,0.569,,0.961,0.819,1.21,1.438,0.747,1.281,2.089,3.602,0.972,0.904,0.797,,,,,"Game meat, moose, raw",17,28.35
174345,134.0,561.0,29.27,0.97,0.0,67.83,1.49,0.0,0.0,0.0,,,,,,,,6.0,4.22,24.0,176.0,334.0,69.0,3.68,0.079,,0.009,12.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,,0.0,1.2,,0.0,5.0,0.05,0.34,5.26,,0.37,4.0,0.0,4.0,4.0,6.31,115.4,15.2,0.0,0.0,0.0,,,,,,,,78.0,0.29,0.2,0.31,,,0.0,0.0,0.0,0.19,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.17,,,,,,0.18,0.01,0.0,,0.0,0.0,,,,,1.344,1.405,2.576,2.655,0.749,,1.264,1.077,1.592,1.892,0.983,1.686,2.749,4.739,1.278,1.189,1.049,,,0.0,0.0,"Game meat, moose, cooked, roasted",17,85.0
174346,206.0,862.0,30.38,8.41,0.0,58.82,1.09,0.0,0.0,0.0,,,,,,,,20.0,2.37,20.0,226.0,300.0,37.0,2.37,0.176,,0.032,38.5,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,,0.0,1.6,,0.0,0.0,0.06,0.17,7.16,0.67,0.34,9.0,0.0,9.0,9.0,6.51,121.2,15.9,0.0,0.0,0.0,,,,,,,,86.0,2.51,2.27,1.63,,,0.0,0.0,0.0,1.3,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.22,1.89,0.39,,,,,,1.94,0.28,0.0,,0.0,0.0,,,,0.401,1.359,1.441,2.367,2.66,0.76,0.382,1.247,1.082,1.544,1.877,0.852,1.833,2.968,4.874,1.649,1.485,1.346,,,0.0,0.0,"Game meat, rabbit, domesticated, composite of cuts, cooked, stewed",17,85.0
174347,114.0,477.0,21.79,2.32,0.0,74.51,1.12,,0.0,,,,,,,,,12.0,3.2,29.0,226.0,378.0,50.0,,,,,9.4,0.0,0.0,0.0,,,,,,,,,,,0.0,0.03,0.06,6.5,,,,,,,,,,,,,,,,,,,,81.0,0.69,0.63,0.45,,,,,,0.36,,0.09,,,,,,0.06,0.52,0.11,,,,,,0.54,0.08,,,,,,,,0.288,0.975,1.034,1.698,1.908,0.545,0.274,0.895,0.776,1.108,1.346,0.611,1.315,2.129,3.496,1.183,1.065,0.966,,,,,"Game meat, rabbit, wild, raw",17,28.35
174348,173.0,724.0,33.02,3.51,0.0,61.37,1.7,0.0,0.0,0.0,,,,,,,,18.0,4.85,31.0,240.0,343.0,45.0,2.38,0.176,,,15.2,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,,0.0,1.5,,0.0,0.0,0.02,0.07,6.4,,0.34,8.0,0.0,8.0,8.0,6.51,129.9,17.1,0.0,0.0,0.0,,,,,,,,123.0,1.05,0.95,0.68,,,0.0,0.0,0.0,0.54,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.09,0.79,0.16,,,,,,0.81,0.12,0.0,,0.0,0.0,,,,0.436,1.477,1.567,2.573,2.891,0.826,0.415,1.355,1.176,1.678,2.04,0.926,1.992,3.226,5.297,1.793,1.614,1.463,,,0.0,0.0,"Game meat, rabbit, wild, cooked, stewed",17,85.0
174349,255.0,1067.0,29.2,14.5,0.0,54.3,1.5,0.0,0.0,0.0,,,,,,,,14.0,7.1,30.0,261.0,398.0,79.0,2.27,0.189,,,18.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,,0.0,1.7,,0.0,0.0,0.59,0.52,4.68,,0.47,11.0,0.0,11.0,11.0,8.3,115.4,15.2,0.0,0.0,0.0,,,,,,,,97.0,4.07,5.21,2.09,,,0.051,0.032,0.1,1.281,0.371,0.063,0.0,0.0,0.0,0.0,0.0,0.552,2.285,1.131,,,,,,4.079,0.961,0.056,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"Game meat, raccoon, cooked, roasted",17,85.0
174350,273.0,1142.0,16.97,22.19,0.0,60.71,1.82,,0.0,,,,,,,,,21.0,2.04,22.0,495.0,358.0,157.0,2.0,0.48,,0.067,12.0,0.0,0.0,0.0,,,,,,,,,,,23.0,0.17,0.37,4.55,1.56,0.23,7.0,0.0,7.0,7.0,24.1,,,,,,,,,,,,,2504.0,5.67,4.02,2.28,,,0.0,1.28,0.33,0.07,0.6,0.0,,,,,0.0,0.09,2.74,2.78,,,,,,3.33,0.13,0.32,,0.0,,,,,0.175,0.76,0.675,1.326,1.088,0.338,0.177,0.818,0.621,0.808,1.144,0.45,0.962,1.416,2.012,0.804,0.731,0.883,,,,,"Lamb, variety meats and by-products, brain, cooked, pan-fried",17,85.0
174351,118.0,494.0,10.32,8.21,0.0,79.78,1.36,,0.0,,,,,,,,,10.0,2.13,14.0,274.0,315.0,127.0,1.11,0.22,,0.037,10.0,0.0,0.0,0.0,,,,,,,,,,,14.0,0.13,0.26,4.3,2.72,0.28,3.0,0.0,3.0,3.0,12.2,,,,,,,,,,,,,1590.0,1.91,1.64,0.95,,,,,,0.02,,,,,,,,,,,,,,,,1.31,,,,,,,,,0.103,0.511,0.42,0.797,0.64,0.227,0.108,0.543,0.4,0.491,0.566,0.258,0.531,0.876,1.234,0.453,0.426,0.53,,,,,"Veal, variety meats and by-products, brain, raw",17,28.35
174352,136.0,569.0,11.48,9.63,0.0,76.89,1.4,,0.0,,,,,,,,,16.0,1.67,16.0,385.0,214.0,156.0,1.61,0.26,,0.038,11.0,0.0,0.0,0.0,,,,,,,,,,,13.0,0.08,0.2,2.43,1.0,0.17,3.0,0.0,3.0,3.0,9.65,,,,,,,,,,,,,3100.0,2.18,1.74,1.49,,,,,,0.09,,,,,,,,,,,,,,,,1.11,,,,,,,,,0.115,0.568,0.467,0.886,0.711,0.252,0.12,0.604,0.445,0.546,0.629,0.287,0.591,0.974,1.373,0.504,0.474,0.589,,,,,"Veal, variety meats and by-products, brain, cooked, braised",17,85.0
174353,213.0,891.0,14.48,16.75,0.0,68.56,1.88,,0.0,,,,,,,,,10.0,1.07,18.0,434.0,472.0,176.0,1.82,0.3,,0.044,12.0,0.0,0.0,0.0,,,,,,,,,,,15.0,0.15,0.36,5.62,1.13,0.33,6.0,0.0,6.0,6.0,21.3,,,,,,,,,,,,,2120.0,3.96,4.21,2.44,,,,,,0.89,,,,,,,,,,,,,,,,3.67,,,,,,,,,0.145,0.716,0.589,1.118,0.897,0.318,0.151,0.762,0.561,0.689,0.794,0.363,0.745,1.228,1.732,0.635,0.598,0.743,,,,,"Veal, variety meats and by-products, brain, cooked, pan-fried",17,85.0
174354,97.0,406.0,15.74,2.95,0.82,79.23,1.26,,0.0,,,,,,,,,13.0,6.38,17.0,246.0,277.0,156.0,2.24,0.446,,0.118,126.9,95.0,316.0,95.0,,,,,,,,,,,11.0,0.62,2.24,7.51,4.22,0.22,28.0,0.0,28.0,28.0,52.41,,,,,,,,,,,,,337.0,1.0,0.63,0.55,,,0.05,0.03,0.04,0.21,0.14,0.07,,,,,0.01,0.03,0.42,0.52,,,,,,0.55,0.04,0.0,,0.01,,,,,0.212,0.741,0.626,1.181,1.02,0.319,0.179,0.729,0.554,0.923,0.908,0.396,0.853,1.355,1.707,0.915,0.804,0.734,,,,,"Lamb, variety meats and by-products, kidneys, raw",17,28.35
174355,137.0,573.0,23.65,3.62,0.99,70.45,1.29,,0.0,,,,,,,,,18.0,12.4,20.0,290.0,178.0,151.0,3.8,0.37,,0.144,218.8,137.0,455.0,137.0,,,,,,,,,,,12.0,0.35,2.07,5.99,2.04,0.12,81.0,0.0,81.0,81.0,78.9,,,,,,,,,,,,,565.0,1.23,0.77,0.67,,,0.06,0.04,0.05,0.26,0.17,0.09,,,,,0.01,0.04,0.51,0.63,,,,,,0.68,0.05,0.0,,0.01,,,,,0.319,1.113,0.941,1.775,1.533,0.48,0.27,1.095,0.833,1.387,1.365,0.595,1.282,2.037,2.565,1.375,1.209,1.103,,,,,"Lamb, variety meats and by-products, kidneys, cooked, braised",17,85.0
174356,99.0,414.0,15.76,3.12,0.85,79.07,1.2,0.0,0.0,,,,,,,,,11.0,3.36,16.0,241.0,272.0,178.0,1.97,0.494,,0.08,80.0,92.0,308.0,92.0,,,,,,,,,,,5.0,0.32,1.9,6.99,3.3,0.37,21.0,0.0,21.0,21.0,28.2,,,,,,,,,,,,,364.0,0.96,0.68,0.62,,,0.05,0.02,0.04,0.3,0.18,0.04,0.0,0.0,0.0,0.0,0.01,0.06,0.52,0.35,,,,,,0.59,0.06,0.0,,0.01,0.0,,,,0.202,0.719,0.67,1.276,1.048,0.33,0.175,0.748,0.604,0.833,0.971,0.381,0.833,1.363,1.465,0.93,0.773,0.687,,,,,"Veal, variety meats and by-products, kidneys, raw",17,28.35
174357,163.0,682.0,26.32,5.66,0.0,67.67,1.45,,0.0,,,,,,,,,29.0,3.04,24.0,372.0,159.0,110.0,4.25,0.36,,0.127,100.0,201.0,669.0,201.0,,,,,,,,,,,8.0,0.19,1.99,4.63,0.86,0.18,21.0,0.0,21.0,21.0,36.9,,,,,,,,,,,,,791.0,1.74,1.24,1.13,,,0.09,0.03,0.07,0.55,0.32,0.07,,,,,0.01,0.11,0.94,0.63,,,,,,1.07,0.1,0.0,,0.03,,,,,0.338,1.2,1.119,2.131,1.751,0.552,0.292,1.248,1.009,1.392,1.622,0.636,1.392,2.277,2.447,1.554,1.292,1.147,,,,,"Veal, variety meats and by-products, kidneys, cooked, braised",17,85.0
174358,193.0,807.0,27.37,6.51,4.47,59.87,1.79,0.0,0.0,0.0,,,,,,,,7.0,5.98,23.0,483.0,353.0,85.0,11.9,15.05,5.0,0.302,24.9,20074.0,66989.0,20070.0,40.0,11.0,0.6,,,,,1.6,,0.0,0.7,0.178,3.06,14.35,7.075,0.891,350.0,0.0,350.0,350.0,72.5,411.0,8.1,16.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,485.0,2.109,1.194,1.159,0.285,0.039,0.0,0.0,0.0,0.704,0.348,0.047,0.0,0.0,0.0,0.005,0.005,0.075,0.884,1.075,0.0,0.006,0.016,0.044,,1.037,0.115,0.01,0.014,0.0,0.0,0.008,,,0.347,1.106,1.227,2.414,2.062,0.712,0.471,1.387,1.005,1.607,1.771,0.798,1.719,2.589,3.474,2.204,1.582,1.243,0.1,,0.0,0.0,"Veal, variety meats and by-products, liver, cooked, pan-fried",17,85.0
174359,95.0,397.0,16.7,2.6,0.0,79.7,1.1,,0.0,,,,,,,,,10.0,6.4,14.0,219.0,238.0,157.0,1.8,0.254,,0.019,17.7,27.0,89.0,27.0,,,,,,,,,,,31.0,0.048,0.237,4.124,,0.11,12.0,0.0,12.0,12.0,3.93,,,,,,,,,,,,,,0.89,0.67,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.171,0.614,0.527,1.337,1.08,0.301,0.262,0.688,0.471,0.92,1.005,0.42,1.053,1.318,1.795,1.409,1.066,0.666,,,,,"Lamb, variety meats and by-products, lungs, raw",17,28.35
174360,113.0,473.0,19.88,3.1,0.0,75.83,1.31,,0.0,,,,,,,,,12.0,4.57,11.0,188.0,127.0,84.0,1.93,0.234,,0.016,21.1,32.0,106.0,32.0,,,,,,,,,,,28.0,0.034,0.139,2.428,,0.06,8.0,0.0,8.0,8.0,2.52,,,,,,,,,,,,,284.0,1.06,0.8,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.204,0.731,0.628,1.591,1.286,0.359,0.312,0.819,0.56,1.095,1.196,0.5,1.253,1.569,2.137,1.677,1.269,0.793,,,,,"Lamb, variety meats and by-products, lungs, cooked, braised",17,85.0
174361,90.0,377.0,16.3,2.3,0.0,80.5,1.1,,0.0,,,,,,,,,7.0,5.23,12.0,288.0,274.0,108.0,1.16,0.241,,0.018,17.2,0.0,0.0,0.0,,,,,,,,,,,39.0,0.047,0.231,4.025,,0.11,11.0,0.0,11.0,11.0,3.83,,,,,,,,,,,,,229.0,0.79,0.59,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.129,0.606,0.676,0.931,1.208,0.259,0.139,0.579,0.344,0.694,,,,,,,,,,,,,"Veal, variety meats and by-products, lungs, raw",17,28.35
174362,182.0,761.0,15.0,13.1,0.0,70.6,1.3,,0.0,,,,,,,,,19.0,2.1,18.0,329.0,278.0,67.0,2.6,0.06,,0.151,20.7,0.0,0.0,0.0,,,,,,,,,,,16.0,0.134,0.425,4.252,,0.19,3.0,0.0,3.0,3.0,13.38,,,,,,,,,,,,,173.0,4.51,4.54,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Veal, variety meats and by-products, pancreas, raw",17,28.35
174363,256.0,1071.0,29.1,14.6,0.0,55.7,1.5,,0.0,,,,,,,,,18.0,2.38,24.0,512.0,278.0,68.0,5.2,0.101,,0.235,39.1,0.0,0.0,0.0,,,,,,,,,,,6.0,0.187,0.506,4.146,,0.19,3.0,0.0,3.0,3.0,17.33,,,,,,,,,,,,,,5.01,5.03,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Veal, variety meats and by-products, pancreas, cooked, braised",17,85.0
174364,101.0,423.0,17.2,3.1,0.0,78.15,1.3,,0.0,,,,,,,,,9.0,41.89,21.0,280.0,358.0,84.0,2.84,0.121,,0.051,32.4,0.0,0.0,0.0,,,,,,,,,,,23.0,0.047,0.348,7.895,,0.11,4.0,0.0,4.0,4.0,5.34,,,,,,,,,,,,,250.0,1.03,0.81,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.702,1.09,1.53,1.332,0.327,0.22,0.782,0.501,1.123,1.087,0.572,1.112,1.492,2.003,1.117,0.958,0.751,,,,,"Lamb, variety meats and by-products, spleen, raw",17,28.35
174365,156.0,653.0,26.46,4.77,0.0,66.38,2.0,,0.0,,,,,,,,,13.0,38.67,21.0,341.0,248.0,58.0,3.94,0.139,,0.062,49.8,0.0,0.0,0.0,,,,,,,,,,,26.0,0.051,0.316,5.868,,0.08,4.0,0.0,4.0,4.0,5.29,,,,,,,,,,,,,385.0,1.58,1.27,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.292,1.08,1.677,2.354,2.049,0.504,0.339,1.202,0.771,1.727,1.672,0.881,1.71,2.295,3.082,1.719,1.473,1.156,,,,,"Lamb, variety meats and by-products, spleen, cooked, braised",17,85.0
